instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
katsuranh4 classical 5 caboara-perry 0.10 0.08 0.07 0.00 0.00 8 58 4 15 7
cyclicnh5 classical 25 static 0.13 0.00 0.00 0.02 0.09 38 538 13 113 75
katsuran4 F4 16 caboara-perry 0.03 0.02 0.02 0.00 0.00 7 49 4 44 6
katsuranh6 classical 13 perturbation 0.35 0.22 0.20 0.01 0.10 22 528 6 70 48
katsuranh4 F4 14 static 0.01 0.00 0.00 0.00 0.00 7 49 4 44 6
cyclicn5 F4 20 static 0.08 0.00 0.00 0.03 0.04 20 232 8 364 87
cyclicn5 classical 29 static 0.13 0.00 0.00 0.02 0.10 20 232 8 113 75
katsuranh6 classical 16 static 0.14 0.00 0.00 0.01 0.12 22 528 6 70 48
katsuranh4 F4 6 perturbation 0.07 0.05 0.04 0.00 0.01 7 49 4 44 6
cyclicnh4 F4 10 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuranh6 F4 4 caboara-perry 0.87 0.77 0.49 0.01 0.07 22 540 6 382 64
cyclicn6 F4 1 static 0.81 0.00 0.00 0.13 0.60 45 1135 9 1272 351
cyclicn6 F4 25 static 0.65 0.00 0.00 0.16 0.44 45 1135 9 1272 351
katsuran4 F4 12 caboara-perry 0.03 0.02 0.02 0.00 0.00 7 49 4 44 6
cyclicnh4 F4 18 caboara-perry 0.04 0.03 0.02 0.00 0.00 7 29 8 38 6
cyclicnh6 classical 8 caboara-perry 1.43 0.68 0.39 0.07 0.62 48 2580 14 153 105
katsuran5 F4 8 perturbation 0.08 0.04 0.04 0.00 0.02 13 168 5 219 49
cyclicn6 classical 19 perturbation 2.84 0.63 0.52 0.16 1.96 45 1135 9 354 255
cyclicnh4 classical 22 perturbation 0.04 0.03 0.03 0.00 0.00 7 30 6 12 5
katsuran5 F4 29 perturbation 0.09 0.04 0.04 0.00 0.02 13 168 5 219 49
cyclicnh5 classical 2 perturbation 0.23 0.16 0.14 0.01 0.05 12 171 7 38 17
cyclicn4 F4 11 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
cyclicnh6 classical 5 perturbation 0.64 0.35 0.30 0.02 0.23 34 1540 9 102 65
