instance reducer rep algorithm time dynamic heuristic queue reduction polynomials monomials degree sreductions zeroreductions
katsuran6 classical 7 perturbation 0.54 0.25 0.23 0.02 0.24 22 528 6 70 48
fateman F4 19 perturbation 0.33 0.11 0.10 0.01 0.18 27 1009 14 471 51
cyclicnh7 F4 20 static 37.69 0.00 0.00 3.45 31.28 443 79897 19 8752 2517
econh5 F4 17 static 0.03 0.00 0.00 0.00 0.01 15 104 7 142 22
cyclicn5 classical 22 static 0.24 0.00 0.00 0.03 0.19 20 232 8 113 75
cyclicn5 F4 8 perturbation 0.35 0.14 0.13 0.07 0.10 20 232 8 600 176
katsuranh7 F4 25 static 1.17 0.00 0.00 0.05 1.04 41 1923 7 1077 166
econh7 classical 2 caboara-perry 8.91 3.58 1.04 0.51 4.68 68 1985 15 324 256
f633 classical 29 perturbation 1.30 0.49 0.43 0.09 0.66 47 1022 4 214 167
katsuran5 classical 24 caboara-perry 0.53 0.42 0.20 0.02 0.06 12 193 6 32 16
econ6 classical 8 static 0.13 0.00 0.00 0.01 0.10 18 232 4 61 41
butcher8 F4 9 perturbation 3.75 0.32 0.25 0.97 2.25 54 1796 4 2481 612
katsuran4 classical 17 static 0.02 0.00 0.00 0.00 0.01 7 49 4 12 5
f633h classical 23 perturbation 1.44 0.62 0.54 0.08 0.67 47 977 6 214 167
katsuran5 F4 13 perturbation 0.14 0.07 0.07 0.01 0.04 13 168 5 219 49
econ6 classical 8 caboara-perry 0.64 0.48 0.24 0.03 0.09 8 122 9 49 22
econh7 classical 20 static 1.30 0.00 0.00 0.08 1.19 51 1127 10 213 162
katsuran7 F4 19 static 1.10 0.00 0.00 0.05 0.96 41 1923 7 1077 166
econ6 classical 25 caboara-perry 0.64 0.48 0.24 0.03 0.09 8 122 9 49 22
f633h F4 1 perturbation 0.93 0.17 0.16 0.08 0.61 47 977 6 2025 282
econh6 F4 17 caboara-perry 1.69 1.39 0.45 0.03 0.24 29 381 7 384 81
fateman F4 29 static 0.21 0.00 0.00 0.01 0.17 27 1009 14 433 38
fatemanh classical 5 static 0.20 0.00 0.00 0.01 0.17 27 1009 14 63 36
econ5 classical 26 perturbation 0.15 0.11 0.10 0.01 0.01 11 82 3 28 15
cyclicnh6 F4 17 caboara-perry 8.76 7.80 1.75 0.05 0.83 43 2112 12 899 92
katsuran6 F4 21 caboara-perry 1.19 0.98 0.43 0.02 0.14 21 518 6 375 62
cyclicnh6 classical 28 perturbation 1.24 0.58 0.50 0.04 0.57 34 1540 9 102 65
econ5 classical 13 static 0.03 0.00 0.00 0.00 0.01 11 82 3 28 15
cyclicnh5 classical 14 caboara-perry 0.65 0.50 0.20 0.02 0.09 21 296 12 49 28
katsuran7 classical 11 static 1.98 0.00 0.00 0.07 1.86 41 1923 7 169 128
fateman F4 25 static 0.33 0.00 0.00 0.01 0.27 27 1009 14 433 38
econ4 classical 15 caboara-perry 0.18 0.14 0.07 0.01 0.01 5 24 3 11 4
f633 classical 28 static 0.76 0.00 0.00 0.08 0.64 47 1022 4 214 167
econh7 classical 21 static 1.25 0.00 0.00 0.08 1.14 51 1127 10 213 162
katsuran5 F4 23 caboara-perry 0.36 0.31 0.17 0.00 0.03 13 168 5 140 22
cyclicn7 F4 24 caboara-perry 413.24 116.18 38.92 23.33 266.73 135 17053 37 50945 2794
katsuran7 classical 29 caboara-perry 3.87 1.28 0.44 0.28 2.24 43 2156 7 177 134
butcher8 classical 4 perturbation 14.89 2.25 1.73 0.79 11.70 44 1300 4 394 267
econ5 F4 2 caboara-perry 0.21 0.17 0.08 0.01 0.02 11 80 3 152 21
cyclicnh7 F4 24 caboara-perry 141.25 110.79 3.63 0.56 28.69 160 38330 15 5999 524
katsuran6 F4 18 perturbation 0.28 0.08 0.07 0.02 0.15 22 528 6 537 123
noon7 classical 17 perturbation NA NA NA NA NA NA NA NA NA NA
fateman classical 24 perturbation 0.43 0.21 0.18 0.01 0.19 27 1009 14 63 36
cyclicn4 F4 21 static 0.01 0.00 0.00 0.00 0.00 7 30 6 29 5
cyclicnh4 F4 17 perturbation 0.01 0.00 0.00 0.00 0.00 7 30 6 43 10
katsuranh5 classical 12 static 0.05 0.00 0.00 0.01 0.04 13 168 5 31 18
cyclicnh7 classical 17 caboara-perry 70.97 30.65 1.47 0.97 39.06 113 29371 13 429 316
katsuran7 classical 7 perturbation 2.57 0.61 0.53 0.07 1.84 41 1923 7 169 128
cyclicn6 F4 10 static 0.80 0.00 0.00 0.21 0.48 45 1135 9 1272 351
cyclicnh5 classical 18 perturbation 0.30 0.20 0.18 0.01 0.07 12 171 7 38 17
katsuranh4 F4 16 perturbation 0.08 0.06 0.06 0.00 0.01 7 49 4 44 6
katsuranh7 classical 5 static 1.82 0.00 0.00 0.07 1.72 41 1923 7 169 128
katsuranh6 F4 1 perturbation 0.47 0.09 0.08 0.02 0.32 22 528 6 537 123
fatemanh F4 0 static 0.20 0.00 0.00 0.01 0.17 27 1009 14 433 38
fateman classical 5 static 0.20 0.00 0.00 0.01 0.17 27 1009 14 63 36
econh4 F4 4 static 0.01 0.00 0.00 0.00 0.00 8 34 5 31 6
cyclicn7 classical 8 perturbation 583.99 21.96 10.56 7.02 553.43 209 27185 12 2099 1625
fateman F4 20 perturbation 0.52 0.12 0.11 0.01 0.35 27 1009 14 471 51
econh7 F4 7 static 0.50 0.00 0.00 0.07 0.37 51 1127 10 1185 171
cyclicn6 F4 3 static 1.13 0.00 0.00 0.27 0.72 45 1135 9 1272 351
katsuran4 classical 3 perturbation 0.06 0.05 0.04 0.00 0.00 7 49 4 12 5
econh4 classical 8 static 0.01 0.00 0.00 0.00 0.00 8 34 5 14 6
econh5 classical 13 static 0.04 0.00 0.00 0.01 0.02 15 104 7 37 22
katsuran5 F4 7 caboara-perry 0.32 0.28 0.15 0.00 0.03 13 168 5 140 22
f633h classical 19 perturbation 1.23 0.44 0.39 0.08 0.66 47 977 6 214 167
cyclicn7 F4 0 static 49.40 0.00 0.00 6.94 38.75 209 27185 12 11117 2891
noon7 F4 19 static 361.53 0.00 0.00 7.70 350.52 495 71153 13 80906 3625
butcher8 classical 21 static 18.04 0.00 0.00 0.82 17.08 54 1796 4 420 290
cyclicn5 F4 10 perturbation 0.46 0.17 0.15 0.10 0.14 20 232 8 600 176
cyclicnh6 classical 22 perturbation 1.89 1.00 0.91 0.05 0.77 34 1540 9 102 65
katsuran5 F4 24 caboara-perry 0.53 0.46 0.26 0.01 0.04 13 168 5 140 22
econ7 F4 12 static 0.59 0.00 0.00 0.10 0.43 32 747 4 1133 129
econ6 F4 13 perturbation 0.27 0.11 0.11 0.02 0.10 18 232 4 417 46
katsuran4 F4 14 caboara-perry 0.09 0.06 0.04 0.00 0.01 7 49 4 44 6
katsuran5 F4 1 perturbation 0.19 0.10 0.09 0.01 0.05 13 168 5 219 49
fatemanh classical 22 static 0.27 0.00 0.00 0.02 0.22 27 1009 14 63 36
katsuran6 F4 10 caboara-perry 1.70 1.44 0.64 0.03 0.18 21 518 6 375 62
cyclicnh7 classical 2 caboara-perry 83.14 36.33 1.98 1.17 45.21 113 29371 13 429 316
katsuranh5 F4 25 static 0.05 0.00 0.00 0.00 0.03 13 168 5 140 22
econ4 classical 28 static 0.02 0.00 0.00 0.00 0.00 7 29 2 13 6
econh6 F4 25 static 0.14 0.00 0.00 0.02 0.10 28 346 9 468 67
econh4 classical 7 static 0.02 0.00 0.00 0.00 0.00 8 34 5 14 6
econh7 F4 14 caboara-perry 10.62 7.07 2.32 0.23 3.13 79 2179 18 3449 320
fatemanh classical 5 caboara-perry 1.13 0.86 0.46 0.02 0.20 22 925 12 47 25
butcher8 classical 8 static 17.06 0.00 0.00 0.84 16.06 54 1796 4 420 290
cyclicn6 F4 9 static 1.07 0.00 0.00 0.22 0.73 45 1135 9 1272 351
econh4 F4 14 static 0.01 0.00 0.00 0.00 0.00 8 34 5 31 6
butcher8 F4 6 static 2.60 0.00 0.00 0.47 1.98 54 1796 4 2136 293
katsuranh7 F4 19 caboara-perry 6.88 5.63 1.56 0.08 1.06 48 2272 7 1079 195
econ5 classical 23 perturbation 0.14 0.11 0.10 0.01 0.02 11 82 3 28 15
noon7 F4 25 caboara-perry NA NA NA NA NA NA NA NA NA NA
econh4 classical 12 static 0.01 0.00 0.00 0.00 0.00 8 34 5 14 6
katsuran7 F4 24 caboara-perry 4.37 1.23 0.54 0.21 2.79 41 2268 8 2677 164
katsuranh5 classical 19 caboara-perry 0.70 0.58 0.26 0.02 0.07 14 197 5 34 20
cyclicnh6 F4 0 perturbation 0.65 0.09 0.08 0.02 0.49 34 1540 9 515 79
butcher8 F4 26 caboara-perry NA NA NA NA NA NA NA NA NA NA
econh4 classical 3 static 0.02 0.00 0.00 0.00 0.00 8 34 5 14 6
econh6 classical 25 perturbation 0.67 0.37 0.32 0.03 0.23 28 346 9 94 66
noon7 F4 24 perturbation NA NA NA NA NA NA NA NA NA NA
